query,intent,response,api_call.endpoint,api_call.parkCode
What are the admission fees for Kalaupapa National Historical Park?,ParkFees,,feespasses,kala
Are there any fees to visit Kalaupapa National Historical Park?,ParkFees,,feespasses,kala
What is the cost of admission to Kalaupapa National Historical Park?,ParkFees,,feespasses,kala
How expensive is it to visit Kalaupapa National Historical Park?,ParkFees,,feespasses,kala
What are the ticket prices for Kalaupapa National Historical Park?,ParkFees,,feespasses,kala
Do I need to pay to enter Kalaupapa National Historical Park?,ParkFees,,feespasses,kala
Are there any charges to access Kalaupapa National Historical Park?,ParkFees,,feespasses,kala
How much does it cost to get into Manhattan Project National Historical Park?,ParkFees,,feespasses,mapr
What is the entry fee for Manhattan Project National Historical Park?,ParkFees,,feespasses,mapr
Tell me about the entrance fees for Manhattan Project National Historical Park,ParkFees,,feespasses,mapr
What are the admission fees for Manhattan Project National Historical Park?,ParkFees,,feespasses,mapr
Are there any fees to visit Manhattan Project National Historical Park?,ParkFees,,feespasses,mapr
What is the cost of admission to Manhattan Project National Historical Park?,ParkFees,,feespasses,mapr
How expensive is it to visit Manhattan Project National Historical Park?,ParkFees,,feespasses,mapr
What are the ticket prices for Manhattan Project National Historical Park?,ParkFees,,feespasses,mapr
Do I need to pay to enter Manhattan Project National Historical Park?,ParkFees,,feespasses,mapr
Are there any charges to access Manhattan Project National Historical Park?,ParkFees,,feespasses,mapr
How much does it cost to get into Hovenweep National Monument?,ParkFees,,feespasses,hove
What is the entry fee for Hovenweep National Monument?,ParkFees,,feespasses,hove
Tell me about the entrance fees for Hovenweep National Monument,ParkFees,,feespasses,hove
What are the admission fees for Hovenweep National Monument?,ParkFees,,feespasses,hove
Are there any fees to visit Hovenweep National Monument?,ParkFees,,feespasses,hove
What is the cost of admission to Hovenweep National Monument?,ParkFees,,feespasses,hove
How expensive is it to visit Hovenweep National Monument?,ParkFees,,feespasses,hove
What are the ticket prices for Hovenweep National Monument?,ParkFees,,feespasses,hove
Do I need to pay to enter Hovenweep National Monument?,ParkFees,,feespasses,hove
Are there any charges to access Hovenweep National Monument?,ParkFees,,feespasses,hove
How much does it cost to get into Cumberland Island National Seashore?,ParkFees,,feespasses,cuis
What is the entry fee for Cumberland Island National Seashore?,ParkFees,,feespasses,cuis
Tell me about the entrance fees for Cumberland Island National Seashore,ParkFees,,feespasses,cuis
What are the admission fees for Cumberland Island National Seashore?,ParkFees,,feespasses,cuis
Are there any fees to visit Cumberland Island National Seashore?,ParkFees,,feespasses,cuis
What is the cost of admission to Cumberland Island National Seashore?,ParkFees,,feespasses,cuis
How expensive is it to visit Cumberland Island National Seashore?,ParkFees,,feespasses,cuis
What are the ticket prices for Cumberland Island National Seashore?,ParkFees,,feespasses,cuis
Do I need to pay to enter Cumberland Island National Seashore?,ParkFees,,feespasses,cuis
Are there any charges to access Cumberland Island National Seashore?,ParkFees,,feespasses,cuis
How much does it cost to get into Martin Van Buren National Historic Site?,ParkFees,,feespasses,mava
What is the entry fee for Martin Van Buren National Historic Site?,ParkFees,,feespasses,mava
Tell me about the entrance fees for Martin Van Buren National Historic Site,ParkFees,,feespasses,mava
What are the admission fees for Martin Van Buren National Historic Site?,ParkFees,,feespasses,mava
Are there any fees to visit Martin Van Buren National Historic Site?,ParkFees,,feespasses,mava
What is the cost of admission to Martin Van Buren National Historic Site?,ParkFees,,feespasses,mava
How expensive is it to visit Martin Van Buren National Historic Site?,ParkFees,,feespasses,mava
What are the ticket prices for Martin Van Buren National Historic Site?,ParkFees,,feespasses,mava
Do I need to pay to enter Martin Van Buren National Historic Site?,ParkFees,,feespasses,mava
Are there any charges to access Martin Van Buren National Historic Site?,ParkFees,,feespasses,mava
How much does it cost to get into Zion National Park?,ParkFees,,feespasses,zion
What is the entry fee for Zion National Park?,ParkFees,,feespasses,zion
Tell me about the entrance fees for Zion National Park,ParkFees,,feespasses,zion
What are the admission fees for Zion National Park?,ParkFees,,feespasses,zion
Are there any fees to visit Zion National Park?,ParkFees,,feespasses,zion
What is the cost of admission to Zion National Park?,ParkFees,,feespasses,zion
How expensive is it to visit Zion National Park?,ParkFees,,feespasses,zion
What are the ticket prices for Zion National Park?,ParkFees,,feespasses,zion
Do I need to pay to enter Zion National Park?,ParkFees,,feespasses,zion
Are there any charges to access Zion National Park?,ParkFees,,feespasses,zion
How much does it cost to get into Pinnacles National Park?,ParkFees,,feespasses,pinn
What is the entry fee for Pinnacles National Park?,ParkFees,,feespasses,pinn
Tell me about the entrance fees for Pinnacles National Park,ParkFees,,feespasses,pinn
What are the admission fees for Pinnacles National Park?,ParkFees,,feespasses,pinn
Are there any fees to visit Pinnacles National Park?,ParkFees,,feespasses,pinn
What is the cost of admission to Pinnacles National Park?,ParkFees,,feespasses,pinn
How expensive is it to visit Pinnacles National Park?,ParkFees,,feespasses,pinn
What are the ticket prices for Pinnacles National Park?,ParkFees,,feespasses,pinn
Do I need to pay to enter Pinnacles National Park?,ParkFees,,feespasses,pinn
Are there any charges to access Pinnacles National Park?,ParkFees,,feespasses,pinn
How much does it cost to get into Washita Battlefield National Historic Site?,ParkFees,,feespasses,waba
What is the entry fee for Washita Battlefield National Historic Site?,ParkFees,,feespasses,waba
Tell me about the entrance fees for Washita Battlefield National Historic Site,ParkFees,,feespasses,waba
What are the admission fees for Washita Battlefield National Historic Site?,ParkFees,,feespasses,waba
Are there any fees to visit Washita Battlefield National Historic Site?,ParkFees,,feespasses,waba
What is the cost of admission to Washita Battlefield National Historic Site?,ParkFees,,feespasses,waba
How expensive is it to visit Washita Battlefield National Historic Site?,ParkFees,,feespasses,waba
What are the ticket prices for Washita Battlefield National Historic Site?,ParkFees,,feespasses,waba
Do I need to pay to enter Washita Battlefield National Historic Site?,ParkFees,,feespasses,waba
Are there any charges to access Washita Battlefield National Historic Site?,ParkFees,,feespasses,waba
How much does it cost to get into Roosevelt Campobello International Park?,ParkFees,,feespasses,roca
What is the entry fee for Roosevelt Campobello International Park?,ParkFees,,feespasses,roca
Tell me about the entrance fees for Roosevelt Campobello International Park,ParkFees,,feespasses,roca
What are the admission fees for Roosevelt Campobello International Park?,ParkFees,,feespasses,roca
Are there any fees to visit Roosevelt Campobello International Park?,ParkFees,,feespasses,roca
What is the cost of admission to Roosevelt Campobello International Park?,ParkFees,,feespasses,roca
How expensive is it to visit Roosevelt Campobello International Park?,ParkFees,,feespasses,roca
What are the ticket prices for Roosevelt Campobello International Park?,ParkFees,,feespasses,roca
Do I need to pay to enter Roosevelt Campobello International Park?,ParkFees,,feespasses,roca
Are there any charges to access Roosevelt Campobello International Park?,ParkFees,,feespasses,roca
How much does it cost to get into Alibates Flint Quarries National Monument?,ParkFees,,feespasses,alfl
What is the entry fee for Alibates Flint Quarries National Monument?,ParkFees,,feespasses,alfl
Tell me about the entrance fees for Alibates Flint Quarries National Monument,ParkFees,,feespasses,alfl
What are the admission fees for Alibates Flint Quarries National Monument?,ParkFees,,feespasses,alfl
Are there any fees to visit Alibates Flint Quarries National Monument?,ParkFees,,feespasses,alfl
What is the cost of admission to Alibates Flint Quarries National Monument?,ParkFees,,feespasses,alfl
How expensive is it to visit Alibates Flint Quarries National Monument?,ParkFees,,feespasses,alfl
What are the ticket prices for Alibates Flint Quarries National Monument?,ParkFees,,feespasses,alfl
Do I need to pay to enter Alibates Flint Quarries National Monument?,ParkFees,,feespasses,alfl
Are there any charges to access Alibates Flint Quarries National Monument?,ParkFees,,feespasses,alfl
How much does it cost to get into Whitman Mission National Historic Site?,ParkFees,,feespasses,whmi
What is the entry fee for Whitman Mission National Historic Site?,ParkFees,,feespasses,whmi
Tell me about the entrance fees for Whitman Mission National Historic Site,ParkFees,,feespasses,whmi
What are the admission fees for Whitman Mission National Historic Site?,ParkFees,,feespasses,whmi
Are there any fees to visit Whitman Mission National Historic Site?,ParkFees,,feespasses,whmi
What is the cost of admission to Whitman Mission National Historic Site?,ParkFees,,feespasses,whmi
How expensive is it to visit Whitman Mission National Historic Site?,ParkFees,,feespasses,whmi
What are the ticket prices for Whitman Mission National Historic Site?,ParkFees,,feespasses,whmi
Do I need to pay to enter Whitman Mission National Historic Site?,ParkFees,,feespasses,whmi
Are there any charges to access Whitman Mission National Historic Site?,ParkFees,,feespasses,whmi
How much does it cost to get into Canyon de Chelly National Monument?,ParkFees,,feespasses,cach
What is the entry fee for Canyon de Chelly National Monument?,ParkFees,,feespasses,cach
Tell me about the entrance fees for Canyon de Chelly National Monument,ParkFees,,feespasses,cach
What are the admission fees for Canyon de Chelly National Monument?,ParkFees,,feespasses,cach
Are there any fees to visit Canyon de Chelly National Monument?,ParkFees,,feespasses,cach
What is the cost of admission to Canyon de Chelly National Monument?,ParkFees,,feespasses,cach
How expensive is it to visit Canyon de Chelly National Monument?,ParkFees,,feespasses,cach
What are the ticket prices for Canyon de Chelly National Monument?,ParkFees,,feespasses,cach
Do I need to pay to enter Canyon de Chelly National Monument?,ParkFees,,feespasses,cach
Are there any charges to access Canyon de Chelly National Monument?,ParkFees,,feespasses,cach
How much does it cost to get into Gettysburg National Military Park?,ParkFees,,feespasses,gett
What is the entry fee for Gettysburg National Military Park?,ParkFees,,feespasses,gett
Tell me about the entrance fees for Gettysburg National Military Park,ParkFees,,feespasses,gett
What are the admission fees for Gettysburg National Military Park?,ParkFees,,feespasses,gett
Are there any fees to visit Gettysburg National Military Park?,ParkFees,,feespasses,gett
What is the cost of admission to Gettysburg National Military Park?,ParkFees,,feespasses,gett
How expensive is it to visit Gettysburg National Military Park?,ParkFees,,feespasses,gett
What are the ticket prices for Gettysburg National Military Park?,ParkFees,,feespasses,gett
Do I need to pay to enter Gettysburg National Military Park?,ParkFees,,feespasses,gett
Are there any charges to access Gettysburg National Military Park?,ParkFees,,feespasses,gett
How much does it cost to get into Nez Perce National Historical Park?,ParkFees,,feespasses,nepe
What is the entry fee for Nez Perce National Historical Park?,ParkFees,,feespasses,nepe
Tell me about the entrance fees for Nez Perce National Historical Park,ParkFees,,feespasses,nepe
What are the admission fees for Nez Perce National Historical Park?,ParkFees,,feespasses,nepe
Are there any fees to visit Nez Perce National Historical Park?,ParkFees,,feespasses,nepe
What is the cost of admission to Nez Perce National Historical Park?,ParkFees,,feespasses,nepe
How expensive is it to visit Nez Perce National Historical Park?,ParkFees,,feespasses,nepe
What are the ticket prices for Nez Perce National Historical Park?,ParkFees,,feespasses,nepe
Do I need to pay to enter Nez Perce National Historical Park?,ParkFees,,feespasses,nepe
